subject_id,block_cnt,trial_cnt,trial_type,word,color,correct_key
12,2,12,mismatch,blue,red,114
12,2,13,mismatch,red,green,103
12,2,14,match,red,red,114
12,2,15,mismatch,green,orange,111
12,2,16,mismatch,orange,blue,98
13,1,1,mismatch,green,red,114
13,1,2,match,orange,orange,111
13,1,3,match,red,red,114
13,1,4,match,green,green,103
13,1,5,mismatch,green,red,114
13,1,6,mismatch,red,blue,98
13,1,7,match,blue,blue,98
13,1,8,mismatch,orange,green,103
13,1,9,mismatch,blue,orange,111
13,1,10,mismatch,red,blue,98
13,1,11,match,red,red,114
13,1,12,match,orange,orange,111
13,1,13,match,blue,blue,98
13,1,14,mismatch,orange,green,103
13,1,15,mismatch,blue,orange,111
13,1,16,match,green,green,103
13,2,1,mismatch,blue,orange,111
13,2,2,mismatch,red,blue,98
13,2,3,mismatch,orange,green,103
13,2,4,match,orange,orange,111
13,2,5,mismatch,green,red,114
13,2,6,match,red,red,114
13,2,7,mismatch,orange,green,103
13,2,8,mismatch,blue,orange,111
13,2,9,match,green,green,103
13,2,10,match,green,green,103
13,2,11,match,blue,blue,98
13,2,12,match,red,red,114
13,2,13,match,orange,orange,111
13,2,14,mismatch,red,blue,98
13,2,15,match,blue,blue,98
13,2,16,mismatch,green,red,114
14,1,1,mismatch,green,orange,111
14,1,2,mismatch,red,blue,98
14,1,3,match,blue,blue,98
14,1,4,match,orange,orange,111
14,1,5,match,green,green,103
14,1,6,mismatch,blue,red,114
14,1,7,match,green,green,103
14,1,8,mismatch,blue,red,114
14,1,9,mismatch,orange,green,103
14,1,10,match,orange,orange,111
14,1,11,match,red,red,114
14,1,12,match,blue,blue,98
14,1,13,mismatch,orange,green,103
14,1,14,match,red,red,114
14,1,15,mismatch,green,orange,111
14,1,16,mismatch,red,blue,98
14,2,1,mismatch,green,orange,111
14,2,2,mismatch,green,orange,111
14,2,3,mismatch,blue,red,114
14,2,4,match,red,red,114
14,2,5,match,blue,blue,98
14,2,6,mismatch,blue,red,114
14,2,7,mismatch,orange,green,103
14,2,8,match,orange,orange,111
14,2,9,mismatch,orange,green,103
14,2,10,match,green,green,103
14,2,11,match,orange,orange,111
14,2,12,mismatch,red,blue,98
14,2,13,match,blue,blue,98
14,2,14,match,green,green,103
14,2,15,mismatch,red,blue,98
14,2,16,match,red,red,114
15,1,1,mismatch,orange,red,114
15,1,2,mismatch,orange,red,114
15,1,3,mismatch,red,blue,98
15,1,4,match,green,green,103
15,1,5,mismatch,blue,green,103
15,1,6,match,red,red,114
15,1,7,mismatch,green,orange,111
15,1,8,match,orange,orange,111
15,1,9,match,red,red,114
15,1,10,mismatch,blue,green,103
15,1,11,match,blue,blue,98
15,1,12,match,green,green,103
15,1,13,match,blue,blue,98
15,1,14,mismatch,red,blue,98
15,1,15,match,orange,orange,111
15,1,16,mismatch,green,orange,111
15,2,1,match,orange,orange,111
15,2,2,match,blue,blue,98
15,2,3,mismatch,green,orange,111
15,2,4,mismatch,orange,red,114
15,2,5,mismatch,green,orange,111
15,2,6,match,orange,orange,111
15,2,7,mismatch,orange,red,114
15,2,8,mismatch,red,blue,98
15,2,9,match,red,red,114
15,2,10,match,green,green,103
15,2,11,mismatch,blue,green,103
15,2,12,match,red,red,114
15,2,13,mismatch,red,blue,98
15,2,14,mismatch,blue,green,103
15,2,15,match,blue,blue,98
15,2,16,match,green,green,103
16,1,1,match,blue,blue,98
16,1,2,match,orange,orange,111
16,1,3,match,blue,blue,98
16,1,4,match,red,red,114
16,1,5,mismatch,blue,green,103
16,1,6,mismatch,green,red,114
16,1,7,mismatch,orange,blue,98
16,1,8,mismatch,green,red,114
16,1,9,match,orange,orange,111
16,1,10,mismatch,blue,green,103
16,1,11,mismatch,red,orange,111
16,1,12,mismatch,orange,blue,98
16,1,13,match,green,green,103
16,1,14,match,red,red,114
16,1,15,match,green,green,103
16,1,16,mismatch,red,orange,111
16,2,1,match,orange,orange,111
16,2,2,mismatch,red,orange,111
16,2,3,mismatch,orange,blue,98
16,2,4,mismatch,green,red,114
16,2,5,match,green,green,103
16,2,6,match,blue,blue,98
16,2,7,match,blue,blue,98
16,2,8,mismatch,blue,green,103
16,2,9,match,red,red,114
16,2,10,mismatch,orange,blue,98
16,2,11,match,red,red,114
16,2,12,mismatch,blue,green,103
16,2,13,mismatch,green,red,114
16,2,14,match,orange,orange,111
16,2,15,match,green,green,103
16,2,16,mismatch,red,orange,111
17,1,1,mismatch,orange,green,103
17,1,2,match,blue,blue,98
17,1,3,match,orange,orange,111
17,1,4,mismatch,blue,red,114
17,1,5,mismatch,orange,green,103
17,1,6,match,green,green,103
17,1,7,mismatch,green,blue,98
17,1,8,mismatch,blue,red,114
17,1,9,match,red,red,114
17,1,10,match,orange,orange,111
17,1,11,mismatch,green,blue,98
17,1,12,mismatch,red,orange,111
17,1,13,match,blue,blue,98
17,1,14,match,green,green,103
17,1,15,match,red,red,114
17,1,16,mismatch,red,orange,111
17,2,1,mismatch,green,blue,98
17,2,2,mismatch,green,blue,98
17,2,3,mismatch,red,orange,111
17,2,4,mismatch,red,orange,111
17,2,5,match,red,red,114
17,2,6,match,green,green,103
17,2,7,match,blue,blue,98
17,2,8,match,orange,orange,111
17,2,9,mismatch,orange,green,103
17,2,10,match,green,green,103
17,2,11,match,red,red,114
17,2,12,mismatch,blue,red,114
17,2,13,match,orange,orange,111
17,2,14,mismatch,blue,red,114
17,2,15,match,blue,blue,98
17,2,16,mismatch,orange,green,103
18,1,1,mismatch,blue,green,103
18,1,2,match,red,red,114
18,1,3,mismatch,orange,red,114
18,1,4,match,blue,blue,98
18,1,5,match,green,green,103
18,1,6,mismatch,green,blue,98
18,1,7,match,green,green,103
18,1,8,mismatch,red,orange,111
18,1,9,match,orange,orange,111
18,1,10,mismatch,orange,red,114
18,1,11,match,orange,orange,111
18,1,12,mismatch,blue,green,103
18,1,13,match,blue,blue,98
18,1,14,mismatch,green,blue,98
18,1,15,match,red,red,114
18,1,16,mismatch,red,orange,111
18,2,1,mismatch,red,orange,111
18,2,2,match,orange,orange,111
18,2,3,match,red,red,114
18,2,4,match,red,red,114
18,2,5,mismatch,blue,green,103
18,2,6,match,blue,blue,98
18,2,7,mismatch,orange,red,114
18,2,8,match,green,green,103
18,2,9,match,blue,blue,98
18,2,10,mismatch,blue,green,103
18,2,11,mismatch,green,blue,98
18,2,12,mismatch,red,orange,111
18,2,13,mismatch,orange,red,114
18,2,14,match,orange,orange,111
18,2,15,mismatch,green,blue,98
18,2,16,match,green,green,103
19,1,1,mismatch,blue,orange,111
19,1,2,match,blue,blue,98
19,1,3,match,orange,orange,111
19,1,4,match,green,green,103
19,1,5,match,blue,blue,98
19,1,6,mismatch,green,red,114
19,1,7,mismatch,orange,blue,98
19,1,8,mismatch,red,green,103
19,1,9,mismatch,orange,blue,98
19,1,10,match,red,red,114
19,1,11,match,red,red,114
19,1,12,mismatch,blue,orange,111
19,1,13,mismatch,red,green,103
19,1,14,mismatch,green,red,114
19,1,15,match,green,green,103
19,1,16,match,orange,orange,111
19,2,1,match,red,red,114
19,2,2,mismatch,blue,orange,111
19,2,3,match,green,green,103
19,2,4,match,blue,blue,98
19,2,5,mismatch,red,green,103
19,2,6,match,red,red,114
19,2,7,mismatch,blue,orange,111
19,2,8,mismatch,orange,blue,98
19,2,9,mismatch,orange,blue,98
19,2,10,mismatch,green,red,114
19,2,11,match,orange,orange,111
19,2,12,match,blue,blue,98
19,2,13,match,orange,orange,111
19,2,14,mismatch,green,red,114
19,2,15,match,green,green,103
19,2,16,mismatch,red,green,103
20,1,1,mismatch,blue,orange,111
20,1,2,match,blue,blue,98
20,1,3,mismatch,orange,red,114
20,1,4,match,red,red,114
20,1,5,match,green,green,103
20,1,6,match,orange,orange,111
20,1,7,mismatch,red,green,103
20,1,8,mismatch,green,blue,98
20,1,9,match,orange,orange,111
20,1,10,mismatch,orange,red,114
20,1,11,match,blue,blue,98
20,1,12,mismatch,red,green,103
20,1,13,mismatch,green,blue,98
20,1,14,match,red,red,114
20,1,15,match,green,green,103
20,1,16,mismatch,blue,orange,111
20,2,1,match,blue,blue,98
20,2,2,mismatch,green,blue,98
20,2,3,mismatch,blue,orange,111
20,2,4,mismatch,orange,red,114
20,2,5,match,red,red,114
20,2,6,mismatch,orange,red,114
20,2,7,match,blue,blue,98
20,2,8,mismatch,red,green,103
20,2,9,mismatch,red,green,103
20,2,10,match,orange,orange,111
20,2,11,match,orange,orange,111
20,2,12,match,red,red,114
20,2,13,match,green,green,103
20,2,14,mismatch,green,blue,98
20,2,15,match,green,green,103
20,2,16,mismatch,blue,orange,111
21,1,1,match,orange,orange,111
21,1,2,mismatch,green,orange,111
21,1,3,match,red,red,114
21,1,4,mismatch,orange,blue,98
21,1,5,mismatch,green,orange,111
21,1,6,match,blue,blue,98
21,1,7,match,green,green,103
21,1,8,mismatch,red,green,103
21,1,9,match,blue,blue,98
21,1,10,mismatch,blue,red,114
21,1,11,mismatch,blue,red,114
21,1,12,mismatch,orange,blue,98
21,1,13,match,red,red,114
21,1,14,match,orange,orange,111
21,1,15,match,green,green,103
21,1,16,mismatch,red,green,103
21,2,1,mismatch,red,green,103
21,2,2,mismatch,blue,red,114
21,2,3,mismatch,green,orange,111
21,2,4,match,green,green,103
21,2,5,match,green,green,103
21,2,6,match,red,red,114
21,2,7,match,orange,orange,111
21,2,8,match,blue,blue,98
21,2,9,mismatch,orange,blue,98
21,2,10,mismatch,green,orange,111
21,2,11,mismatch,red,green,103
21,2,12,match,blue,blue,98
21,2,13,match,red,red,114
21,2,14,mismatch,orange,blue,98
21,2,15,match,orange,orange,111
21,2,16,mismatch,blue,red,114
22,1,1,mismatch,blue,orange,111
22,1,2,mismatch,blue,orange,111
22,1,3,mismatch,red,blue,98
22,1,4,mismatch,green,red,114
22,1,5,match,green,green,103
22,1,6,match,orange,orange,111
22,1,7,match,green,green,103
22,1,8,mismatch,green,red,114
22,1,9,match,orange,orange,111
22,1,10,match,blue,blue,98
22,1,11,match,blue,blue,98
22,1,12,mismatch,red,blue,98
22,1,13,mismatch,orange,green,103
22,1,14,mismatch,orange,green,103
22,1,15,match,red,red,114
22,1,16,match,red,red,114
22,2,1,match,green,green,103
22,2,2,mismatch,green,red,114
22,2,3,mismatch,orange,green,103
22,2,4,match,red,red,114
22,2,5,match,green,green,103
22,2,6,mismatch,blue,orange,111
22,2,7,match,orange,orange,111
22,2,8,mismatch,red,blue,98
22,2,9,mismatch,green,red,114
22,2,10,match,blue,blue,98
22,2,11,mismatch,red,blue,98
22,2,12,match,blue,blue,98
22,2,13,mismatch,blue,orange,111
22,2,14,mismatch,orange,green,103
22,2,15,match,red,red,114
22,2,16,match,orange,orange,111
23,1,1,mismatch,blue,red,114
23,1,2,mismatch,blue,red,114
23,1,3,mismatch,green,orange,111
23,1,4,match,red,red,114
23,1,5,mismatch,orange,green,103
23,1,6,mismatch,green,orange,111
23,1,7,match,green,green,103
23,1,8,match,orange,orange,111
23,1,9,mismatch,orange,green,103
23,1,10,match,red,red,114
23,1,11,match,blue,blue,98
23,1,12,mismatch,red,blue,98
23,1,13,match,blue,blue,98
23,1,14,mismatch,red,blue,98
23,1,15,match,orange,orange,111
23,1,16,match,green,green,103
23,2,1,mismatch,green,orange,111
23,2,2,mismatch,red,blue,98
23,2,3,mismatch,blue,red,114
23,2,4,match,green,green,103
23,2,5,match,green,green,103
23,2,6,mismatch,blue,red,114
23,2,7,mismatch,green,orange,111
23,2,8,mismatch,orange,green,103
23,2,9,match,red,red,114
23,2,10,match,blue,blue,98
23,2,11,mismatch,orange,green,103
23,2,12,match,orange,orange,111
23,2,13,match,red,red,114
23,2,14,match,orange,orange,111
23,2,15,match,blue,blue,98
23,2,16,mismatch,red,blue,98
24,1,1,match,orange,orange,111
24,1,2,match,red,red,114
24,1,3,match,orange,orange,111
24,1,4,mismatch,orange,red,114
24,1,5,match,blue,blue,98
24,1,6,match,green,green,103
24,1,7,mismatch,blue,green,103
24,1,8,mismatch,blue,green,103
24,1,9,mismatch,red,blue,98
24,1,10,mismatch,green,orange,111
24,1,11,match,red,red,114
24,1,12,mismatch,green,orange,111
24,1,13,match,blue,blue,98
24,1,14,mismatch,red,blue,98
24,1,15,match,green,green,103
24,1,16,mismatch,orange,red,114
24,2,1,match,green,green,103
24,2,2,mismatch,blue,green,103
24,2,3,mismatch,green,orange,111
24,2,4,mismatch,orange,red,114
24,2,5,mismatch,orange,red,114
24,2,6,match,red,red,114
24,2,7,mismatch,green,orange,111
24,2,8,mismatch,blue,green,103
24,2,9,mismatch,red,blue,98
24,2,10,match,orange,orange,111
24,2,11,match,red,red,114
24,2,12,match,blue,blue,98
24,2,13,mismatch,red,blue,98
24,2,14,match,blue,blue,98
24,2,15,match,green,green,103
24,2,16,match,orange,orange,111
25,1,1,match,green,green,103
25,1,2,mismatch,green,red,114
25,1,3,mismatch,red,orange,111
25,1,4,match,blue,blue,98
25,1,5,match,orange,orange,111
25,1,6,mismatch,orange,blue,98
25,1,7,match,red,red,114
25,1,8,match,red,red,114
25,1,9,mismatch,orange,blue,98
25,1,10,mismatch,red,orange,111
25,1,11,mismatch,green,red,114
25,1,12,match,blue,blue,98
25,1,13,match,orange,orange,111
25,1,14,mismatch,blue,green,103
25,1,15,match,green,green,103
25,1,16,mismatch,blue,green,103
25,2,1,match,orange,orange,111
25,2,2,match,red,red,114
25,2,3,match,orange,orange,111
25,2,4,mismatch,red,orange,111
25,2,5,match,blue,blue,98
25,2,6,match,red,red,114
25,2,7,match,blue,blue,98
25,2,8,match,green,green,103
25,2,9,mismatch,orange,blue,98
25,2,10,match,green,green,103
25,2,11,mismatch,green,red,114
25,2,12,mismatch,green,red,114
25,2,13,mismatch,blue,green,103
25,2,14,mismatch,orange,blue,98
25,2,15,mismatch,blue,green,103
25,2,16,mismatch,red,orange,111
26,1,1,mismatch,green,blue,98
26,1,2,match,green,green,103
26,1,3,match,orange,orange,111
26,1,4,mismatch,blue,red,114
26,1,5,match,green,green,103
26,1,6,match,blue,blue,98
26,1,7,match,blue,blue,98
26,1,8,mismatch,green,blue,98
26,1,9,mismatch,blue,red,114
26,1,10,mismatch,orange,green,103
26,1,11,mismatch,orange,green,103
26,1,12,match,red,red,114
26,1,13,mismatch,red,orange,111
26,1,14,mismatch,red,orange,111
26,1,15,match,red,red,114
26,1,16,match,orange,orange,111
26,2,1,match,red,red,114
26,2,2,mismatch,blue,red,114
26,2,3,mismatch,blue,red,114
26,2,4,mismatch,red,orange,111
26,2,5,match,red,red,114
26,2,6,mismatch,green,blue,98
26,2,7,mismatch,green,blue,98
26,2,8,match,green,green,103
26,2,9,match,blue,blue,98
26,2,10,match,orange,orange,111
26,2,11,match,green,green,103
26,2,12,mismatch,orange,green,103
26,2,13,mismatch,orange,green,103
26,2,14,mismatch,red,orange,111
26,2,15,match,blue,blue,98
26,2,16,match,orange,orange,111
27,1,1,mismatch,blue,green,103
27,1,2,mismatch,red,orange,111
27,1,3,mismatch,orange,red,114
27,1,4,match,red,red,114
27,1,5,mismatch,red,orange,111
27,1,6,mismatch,green,blue,98
27,1,7,match,green,green,103
27,1,8,match,red,red,114
27,1,9,match,orange,orange,111
27,1,10,mismatch,blue,green,103
27,1,11,match,blue,blue,98
27,1,12,mismatch,orange,red,114
